H1,H3,ER1,ER3,TD1,TD3,H2,W,S,EDW,SIGMA,H,FNAME,Z0SE(1_SE),S0SE(1_SE),KBSENB(1_1),KFSENB(1_1),A(1_1)
6.6518,9.8967,4.3351,3.2677,0.021937,0.010056,1.9788,5.3473,28.544,0.57614,5.00E+07,15,SPIMDL06033.TAB,52.82606483782035,1.5410107771245277E8,0.0016263910642141952,-2.2790206028917653E-12,0.26378371172868625
4.9666,2.1606,3.5723,4.4824,0.028607,0.025075,1.6072,7.0288,29.75,0.74551,5.00E+07,15,SPIMDL06034.TAB,24.922724913580083,1.4656120081596068E8,2.745388752224459E-6,-1.1157128656802717E-15,0.5341469391587037
2.4676,10.848,3.3726,3.7988,0.035425,0.022005,1.6088,5.8382,16.983,0.23988,5.00E+07,15,SPIMDL06035.TAB,34.21240241645644,1.5952948479237744E8,0.0032998355886584116,2.9112198599320183E-12,0.4799549878627865
2.1621,9.1188,3.1839,4.368,0.0021668,0.029575,2.4451,4.049,16.259,0.54567,5.00E+07,15,SPIMDL06036.TAB,36.15529953950343,1.5648172071392497E8,0.00400620912733002,9.075782271878062E-12,0.4485778425005558
1.8227,10.629,4.398,4.1202,0.022528,0.026598,1.0666,5.1747,26.881,0.60912,5.00E+07,15,SPIMDL06037.TAB,29.63477088276627,1.4447470877221027E8,1.335054318402634E-4,-9.939887213181106E-14,0.5351321345119482
2.1238,2.8915,3.8462,3.4494,0.025366,0.011041,2.4819,4.0523,33.588,0.31367,5.00E+07,15,SPIMDL06038.TAB,30.436978398941818,1.5731625145466796E8,1.0762031453307342E-7,-1.4192225691637912E-15,0.38455610971590315
6.2702,5.8429,3.506,4.0734,0.017977,0.0046033,0.74946,2.1408,12.742,0.33599,5.00E+07,15,SPIMDL06039.TAB,72.05529282039154,1.533859901798792E8,0.011395371099986892,9.6740250684009E-13,0.17575949994189397
4.0116,4.8978,3.5708,4.0585,0.045739,0.023469,1.3466,2.6815,16.545,0.42636,5.00E+07,15,SPIMDL06040.TAB,48.1500335340264,1.5307720953503972E8,0.0013715481574846284,4.056219349137143E-12,0.7746308948010064
6.5833,7.8737,4.3734,4.3262,0.013611,0.0029872,1.5558,4.0681,26.184,0.56756,5.00E+07,15,SPIMDL06041.TAB,54.74020858934942,1.4377071305503738E8,0.001423108221644292,-5.6336479630106175E-14,0.12537720624645954
4.1866,3.7374,4.2445,3.8374,0.0098069,0.019082,2.1782,3.5305,16.332,0.45949,5.00E+07,15,SPIMDL06042.TAB,41.450649567120216,1.498455466406593E8,0.0015083366681617719,-5.2897282963642E-13,0.35171539514625766
6.5218,6.4225,4.0717,3.7022,0.020214,0.027185,0.30996,7.2131,19.486,0.238,5.00E+07,15,SPIMDL06043.TAB,44.333182142603974,1.521837915421129E8,0.0016275101232402392,-6.433898970784059E-14,0.5104309798130378
2.0211,5.5131,4.2419,4.2366,0.037278,0.020871,1.5812,3.9206,14.523,0.59992,5.00E+07,15,SPIMDL06044.TAB,33.256720671035154,1.4559961463018477E8,0.0010072636569295416,3.217842548847231E-14,0.520944358970408
4.0662,10.254,4.4379,3.4648,0.040046,0.035268,1.1093,5.3005,17.01,0.56794,5.00E+07,15,SPIMDL06045.TAB,43.829827941216635,1.495983123472937E8,0.004356158741585489,-7.025664628693521E-12,0.7192859255439886
2.8952,2.7821,4.3498,3.3774,0.031948,0.00010006,0.71327,5.9113,9.6091,0.18783,5.00E+07,15,SPIMDL06046.TAB,29.594312573222762,1.5332386845330647E8,0.0011840139140085445,-6.271805521632294E-13,0.16890183819127524
2.6177,3.7109,3.644,4.4666,0.029009,0.01226,2.3862,7.4468,14.214,0.37617,5.00E+07,15,SPIMDL06047.TAB,23.337686916796464,1.4890272417622623E8,0.0010340319781647993,1.446028589760212E-12,0.3398723686750955
2.007,8.691,4.0379,3.5739,0.0089064,0.029091,1.2535,4.4639,12.852,0.11286,5.00E+07,15,SPIMDL06048.TAB,33.783580807765105,1.5261149468637684E8,0.003674386634719949,-3.3921236787335132E-12,0.4774307667963017
4.5926,2.1359,3.3952,4.1384,0.045068,0.0044627,1.1431,8.5964,9.3681,0.099837,5.00E+07,15,SPIMDL06049.TAB,21.916792997016465,1.5189655056410718E8,0.0025337976171231433,-9.130088291833877E-13,0.2981091914759149
3.7643,9.7228,3.1451,4.5716,0.0043234,0.041633,1.791,6.2589,13.623,0.49123,5.00E+07,15,SPIMDL06050.TAB,38.49134145999798,1.5474741864035353E8,0.011258477546210253,2.2496778136988268E-11,0.6211688462421737
5.7892,2.2884,4.0153,3.0998,0.049785,6.25E-05,1.9189,5.1405,3.9007,0.058392,5.00E+07,15,SPIMDL06051.TAB,33.31297365967613,1.632614512513252E8,0.05465763011105169,1.6570126348878058E-12,0.25219301531453703
4.0903,11.101,3.5649,3.8182,0.00052287,0.033337,1.6097,3.6945,11.816,0.15434,5.00E+07,15,SPIMDL06052.TAB,51.53373833078854,1.5621825801020554E8,0.021629464149016994,6.5090710807813564E-12,0.4910278613286467
5.6783,7.1774,3.0429,3.4947,0.022136,0.01504,2.3542,5.9326,5.8629,0.63422,5.00E+07,15,SPIMDL06053.TAB,47.10780553521566,1.6546210023304325E8,0.06841718819367307,1.0981894809395449E-11,0.3134716704617606
5.4938,7.0503,4.1471,3.7129,0.029483,0.00091158,0.72426,4.3805,13.264,0.44121,5.00E+07,15,SPIMDL06054.TAB,55.260524396901005,1.5125164782565537E8,0.008832460631998626,-2.214916467379673E-12,0.16815920439536458
5.3477,2.9663,3.7913,3.638,0.00494,0.014285,1.2832,8.6927,23.051,0.50322,5.00E+07,15,SPIMDL06055.TAB,28.00845084625977,1.5597806374938744E8,6.633308639038038E-5,1.130711016579392E-14,0.23853662100228942
5.8311,8.6375,3.4502,4.3581,0.023527,0.020833,1.1406,7.6912,2.9516,0.72382,5.00E+07,15,SPIMDL06056.TAB,42.88926247750534,1.5215040592418426E8,0.10464441341492052,1.393912048753632E-11,0.43171933192136136
5.9398,11.433,3.7559,3.7588,0.041347,0.028392,0.76822,3.1592,27.812,0.60338,5.00E+07,15,SPIMDL06057.TAB,67.64335969506283,1.5466204470631057E8,0.0016059748108623985,-2.0873178454579102E-15,0.6102761945992229
6.5253,9.242,3.169,3.7668,0.01673,0.028034,1.0711,5.5887,19.568,0.55914,5.00E+07,15,SPIMDL06058.TAB,55.164423487173636,1.6106791493899205E8,0.005561750642244997,2.958054989803746E-12,0.47275278523295927
6.3513,2.6837,3.3963,4.6271,0.021661,0.032109,0.6986,4.1676,4.2783,0.59814,5.00E+07,15,SPIMDL06059.TAB,40.89692425795038,1.465624646865854E8,0.0381774309930413,-2.2740688153956245E-11,0.6066115154373303
4.8215,3.6795,4.4712,4.4493,0.030695,0.038603,1.5795,8.0386,16.241,0.20976,5.00E+07,15,SPIMDL06060.TAB,26.104767058884924,1.4198398144296986E8,0.0010142725667739037,-7.305860841605756E-15,0.7606682379138687
3.3327,9.3961,4.2872,4.0745,0.0068545,0.023361,0.67431,5.4673,19.978,0.31152,5.00E+07,15,SPIMDL06061.TAB,40.62044949698252,1.4625241688610616E8,0.0011669466800652345,-4.736904335950134E-13,0.41032838680350076
3.9361,4.5126,4.3681,3.4722,0.048479,0.042998,1.7252,4.8342,4.0022,0.20914,5.00E+07,15,SPIMDL06062.TAB,36.11766657709423,1.5227271070437184E8,0.06248348299880297,-3.0932573373271406E-11,0.8460964216106982
3.5353,12.575,4.2329,3.7756,0.020702,0.014655,2.372,8.744,26.838,0.16496,5.00E+07,15,SPIMDL06063.TAB,30.80163825011699,1.489169671106307E8,0.0012366273878128015,-1.2066780406794724E-12,0.33408896455975806
1.8691,5.0596,4.4263,4.2884,0.015395,0.0055666,1.532,8.7674,30,0.21639,5.00E+07,15,SPIMDL06064.TAB,19.29322902247876,1.433328099031719E8,7.388850694834546E-7,-1.0500807178609252E-14,0.1761432994783224
4.1777,9.7849,4.2082,3.4209,0.012061,0.021997,1.7111,4.9909,8.1604,0.50968,5.00E+07,15,SPIMDL06065.TAB,45.68757310796466,1.5289134127332097E8,0.0349518489677168,-2.7462125188985696E-11,0.3910740333117201
2.8348,3.3298,3.1599,3.5913,0.017669,0.007353,0.44072,6.8969,5.3061,0.32708,5.00E+07,15,SPIMDL06066.TAB,30.99244064268652,1.632734955066922E8,0.009256238556515858,2.016593278310106E-12,0.20676207075830905
5.0207,7.6087,3.5862,3.4358,0.0055885,0.011493,0.76154,2.8723,6.2358,0.41414,5.00E+07,15,SPIMDL06067.TAB,67.73520377691015,1.5999010072809142E8,0.05268534048332829,-6.50836163926071E-12,0.19684898849640942
5.8691,5.7944,4.4102,4.1313,0.040364,0.03825,1.1563,4.3526,28.735,0.1532,5.00E+07,15,SPIMDL06068.TAB,45.608430269524696,1.4533007956556526E8,2.0158830009981408E-4,-3.0470736828037765E-14,0.7837425601781876
5.3515,4.6411,4.3106,3.1934,0.029808,0.015565,2.3923,6.0924,34.77,0.4512,5.00E+07,15,SPIMDL06069.TAB,37.67756139328583,1.5683645101618645E8,1.494042388266484E-5,1.775483754164649E-13,0.9606280924197885
4.9848,9.0805,4.1124,4.2837,0.038037,0.002646,0.77515,4.3763,4.2744,0.59056,5.00E+07,15,SPIMDL06070.TAB,53.98712480370292,1.464271518865597E8,0.08209310512912027,-4.789796570266895E-12,0.24548065434600141
4.3026,7.6662,4.1871,4.3037,0.046335,0.010199,1.5528,3.5703,9.4001,0.049133,5.00E+07,15,SPIMDL06071.TAB,47.50428180240726,1.454856023115809E8,0.026996093630330863,2.258009159514439E-12,0.4073067657945676
6.6523,9.8855,3.1858,4.2138,0.018191,0.00068424,0.6022,7.4985,23.962,0.74163,5.00E+07,15,SPIMDL06072.TAB,51.75612110759396,1.5661365812501824E8,0.0022872650530195017,2.2295948151399045E-12,0.10359688385142428
5.4619,6.9661,3.5908,4.3448,0.034955,0.048151,1.5631,2.5691,8.9883,0.46134,5.00E+07,15,SPIMDL06073.TAB,56.868000961170445,1.49879839546623E8,0.036311202258592745,1.3789497500009904E-11,0.8718248196296903
5.2956,8.0932,3.9394,3.7029,0.014947,0.023333,0.31078,2.9762,30.865,0.72943,5.00E+07,15,SPIMDL06074.TAB,68.6933542660354,1.5323085333098832E8,1.6753104337578656E-4,-4.3218156431155205E-14,0.46670415209265825
6.8079,3.7264,3.0722,3.0795,0.034165,0.036622,1.8691,4.1039,21.788,0.63798,5.00E+07,15,SPIMDL06075.TAB,49.32786887745433,1.709103755924775E8,8.563049470540897E-4,-3.767513510315457E-15,0.626012832205206
5.7068,5.782,3.5237,4.2972,0.04092,0.039697,0.89117,5.7471,21.023,0.030626,5.00E+07,15,SPIMDL06076.TAB,41.94487418304167,1.510121673511944E8,0.0010050094203642593,4.026611418527414E-13,0.7764814111945177
5.926,4.7881,3.1747,3.7896,0.0073691,0.0219,1.1928,7.6141,3.4899,0.33519,5.00E+07,15,SPIMDL06077.TAB,38.01247947556828,1.5965933617525896E8,0.0701148503347846,1.136950178071061E-12,0.351149578774909
3.1736,11.584,3.7101,4.4911,0.025155,0.036807,2.0856,8.1541,8.7434,0.24428,5.00E+07,15,SPIMDL06078.TAB,29.51628675292086,1.4977821599412137E8,0.0277039288406531,2.6991578133776352E-11,0.6714088587696531
4.9707,7.707,3.5552,3.563,0.045796,0.0089278,0.98754,8.9676,21.29,0.11876,5.00E+07,15,SPIMDL06079.TAB,37.35924071667353,1.589155215310363E8,0.0011648198753928382,1.230910768937651E-14,0.3551146884904891
6.5486,10.777,3.3605,3.3419,0.0301,0.00077614,0.67164,7.381,15.015,0.65436,5.00E+07,15,SPIMDL06080.TAB,54.3526735045102,1.6374545048153755E8,0.012494297250281079,-2.1988223730416468E-13,0.16117472727116203
3.6221,9.7956,4.2195,3.285,0.017405,0.0053857,1.2866,5.1669,2.2621,0.26419,5.00E+07,15,SPIMDL06081.TAB,44.30808757068254,1.5354831902016672E8,0.11953759531904479,-9.260871209420692E-11,0.1705037297996701
6.9021,10.206,4.5341,3.0581,0.040911,0.011382,1.4297,2.1024,28.993,0.30119,5.00E+07,15,SPIMDL06082.TAB,73.5878857258329,1.5516404453265837E8,0.0016938044946733146,-3.0271907919608633E-12,0.3743203743966779
3.4391,4.7408,3.2088,3.3904,0.026211,0.010079,0.6236,2.7103,9.9977,0.68325,5.00E+07,15,SPIMDL06083.TAB,61.09138737601498,1.6507271660243016E8,0.005829206262997414,8.92453969303158E-13,0.2665216728074113
1.4909,3.5801,4.3221,3.4275,0.029285,0.030725,1.0897,4.5103,28.395,0.29991,5.00E+07,15,SPIMDL06084.TAB,25.78085810178402,1.5083608464760345E8,3.4123350737125234E-8,-4.833732077217132E-16,0.6024033842413372
5.5883,6.2773,3.9756,3.4495,0.032129,0.032927,0.52364,8.9352,8.2342,0.35694,5.00E+07,15,SPIMDL06085.TAB,36.94168724117095,1.5559835612689435E8,0.01769858194074511,-3.6341021546129565E-12,0.7413039937565423
5.0246,3.8934,4.2879,3.3262,0.035023,0.0057312,2.3698,6.5841,22.823,0.66999,5.00E+07,15,SPIMDL06086.TAB,34.45086807042455,1.5556878873160672E8,3.134439789872455E-4,-2.1439941077214401E-13,0.2636813469372347
4.1428,5.0115,3.8248,4.0789,0.0059554,0.0084813,1.3376,7.6839,33.051,0.51207,5.00E+07,15,SPIMDL06087.TAB,33.05666115876831,1.5076857282602748E8,7.886976860072222E-6,-7.694495795786339E-16,0.16372179897832287
6.0881,5.5673,3.7768,3.9096,0.0060071,0.047495,0.56974,7.4807,27.608,0.49067,5.00E+07,15,SPIMDL06088.TAB,39.51823271952866,1.5283542680224165E8,1.3147845965767057E-4,-2.0602914349819153E-15,0.7194964855921773
4.3189,5.0418,4.3118,3.2183,0.03176,0.048125,1.7947,2.7093,9.0334,0.57686,5.00E+07,15,SPIMDL06089.TAB,51.03614225414247,1.5587129721551928E8,0.01941381359242074,-1.510253615282155E-11,0.8245078264708311
3.5837,5.7417,3.9905,4.5267,0.036056,0.0069681,1.9416,3.8287,30.509,0.60606,5.00E+07,15,SPIMDL06090.TAB,43.23906926872441,1.451895149316291E8,4.9100304320706934E-5,4.543650451288878E-14,0.8200685031330079
3.8355,3.357,4.681,4.0399,0.038942,0.002295,2.3037,4.5712,3.8641,0.24063,5.00E+07,15,SPIMDL06091.TAB,33.0723007254199,1.4461923166655257E8,0.06325601872395181,-1.8834440601702395E-11,0.2695001734761733
6.2689,8.8757,4.075,3.413,0.024184,0.0025389,1.0146,8.0899,13.298,0.0074513,5.00E+07,15,SPIMDL06092.TAB,44.026279657377714,1.5480451640432143E8,0.013475474658625562,-6.214946847159468E-12,0.161774365698115
6.96,12.526,3.0179,3.3557,0.032932,0.013365,0.83278,2.5607,20.929,0.68566,5.00E+07,15,SPIMDL06093.TAB,85.305914720329,1.6805802186299947E8,0.008580665127201183,3.070932582177846E-12,0.3340903431419952
5.8339,4.4004,3.3588,4.1873,0.035474,0.019783,1.2154,3.2554,31.89,0.076186,5.00E+07,15,SPIMDL06094.TAB,50.71112796598835,1.5270935081653586E8,3.96732337483995E-5,4.673234309545676E-15,0.4729745489148586
5.3797,12.865,3.9814,4.6331,0.012098,0.045886,1.9247,8.5926,28.104,0.64596,5.00E+07,15,SPIMDL06095.TAB,37.07922529438028,1.4521401496399084E8,0.002106873587626633,2.4043330008628724E-12,0.7588285743737712
1.6216,3.6635,3.2648,3.3807,0.040007,0.0087954,2.2884,2.7007,23.257,0.71821,5.00E+07,15,SPIMDL06096.TAB,37.55587973977779,1.645146457165754E8,1.6283908524067996E-5,4.958319666719573E-14,0.3139680296306177
4.9745,7.6128,3.256,4.6605,0.049877,0.0365,0.618,2.5633,3.3455,0.64672,5.00E+07,15,SPIMDL06097.TAB,64.62562455023469,1.510287156323691E8,0.10624158797791236,1.5921450423383122E-11,0.7777112864906734
3.2816,4.5693,4.0241,3.4456,0.0046497,0.029969,2.1617,6.8921,31.394,0.50079,5.00E+07,15,SPIMDL06098.TAB,29.760822103365786,1.5520536037139496E8,8.230498613501386E-6,-1.1486560887486606E-14,0.4613467713323379
1.8902,12.307,3.8408,3.6684,0.026022,0.045577,0.91009,6.3178,18.317,0.41234,5.00E+07,15,SPIMDL06099.TAB,28.03011065752109,1.5403935493447003E8,0.001343706682071798,-5.471287358878046E-13,0.774115497590269
3.6402,7.5227,3.5734,3.1907,0.031903,0.013714,1.0548,2.0295,26.149,0.33919,5.00E+07,15,SPIMDL06100.TAB,65.4955513969161,1.6299608273977834E8,2.3772837648610405E-4,-1.6415846278864267E-13,0.45522950132377726
2.2297,11.113,3.7054,3.9725,0.03262,0.020451,0.3173,3.6362,25.537,0.24908,5.00E+07,15,SPIMDL06101.TAB,45.385547742680494,1.5378603871298042E8,2.365202226734689E-4,1.6700594588505675E-13,0.47754740710438204
1.7063,5.1399,3.1227,3.5267,0.011257,0.034122,0.71743,3.2233,27.346,0.069645,5.00E+07,15,SPIMDL06102.TAB,39.39444720272211,1.6534797279871795E8,2.063325114981191E-6,5.431928418565844E-15,0.51700885852167
6.5312,2.7838,4.6349,4.066,0.038243,0.012033,2.3608,7.9443,12.423,0.25079,5.00E+07,15,SPIMDL06103.TAB,25.681955691697148,1.4556290200337836E8,0.005390498560720984,7.170027854505758E-13,0.39092808514501104
2.7494,11.138,3.6866,3.3846,0.018032,0.0079579,1.7956,6.5373,28.213,0.63193,5.00E+07,15,SPIMDL06104.TAB,35.427510178574906,1.586116591744883E8,3.586186806273164E-4,-2.8108225397061233E-13,0.20618953818539568
3.9653,6.7493,3.3206,3.0717,0.014654,0.012296,0.40499,3.4421,12.866,0.065253,5.00E+07,15,SPIMDL06105.TAB,60.994531482687826,1.674967451439648E8,0.005017062706694468,-1.4128698321519232E-12,0.2505134322416223
2.6873,10.821,3.7565,3.8943,0.010189,0.011353,0.62868,3.0603,34.355,0.10811,5.00E+07,15,SPIMDL06106.TAB,51.99985293872319,1.535384711818502E8,5.995252625630358E-5,6.252536974952176E-14,0.2262218653756672
6.0534,9.4007,3.7179,4.0696,0.039528,0.0094819,1.9335,7.4093,32.798,0.21852,5.00E+07,15,SPIMDL06107.TAB,42.31853322123793,1.5195500971874064E8,5.657203869523655E-4,3.154766271071638E-13,0.34355981083771486
4.4005,7.2356,4.6247,4.2909,0.044929,0.017085,1.3647,7.3115,5.2847,0.6166,5.00E+07,15,SPIMDL06108.TAB,34.73808830355602,1.4181963158350843E8,0.04635722086388973,-1.0659461454743968E-11,0.5129642069155407
6.9045,7.8399,3.5385,4.6096,0.043873,0.032137,1.1022,6.5214,25.915,0.41094,5.00E+07,15,SPIMDL06109.TAB,45.04703300458408,1.4814171527256152E8,0.001252915437363388,9.38228304028009E-13,0.7004418063219545
5.9245,5.9596,4.2072,4.317,0.01808,0.029718,1.9111,6.6235,21.976,0.24243,5.00E+07,15,SPIMDL06110.TAB,37.1684304783349,1.451068335618315E8,0.0014355736145919657,1.1846521060424614E-13,0.5557814511479271
3.4207,8.3042,3.5417,3.9827,0.016556,0.037964,1.9877,7.5684,11.349,0.58138,5.00E+07,15,SPIMDL06111.TAB,32.425390050658365,1.5526054173134333E8,0.011426402501630222,7.092134786596747E-12,0.624414543612267
4.7159,4.106,3.0189,3.9928,0.0085482,0.042729,0.58211,4.1528,31.856,0.65712,5.00E+07,15,SPIMDL06112.TAB,48.88025545399695,1.5918936644478118E8,4.610043827563615E-6,1.9580752086540914E-15,0.6385819768348938
5.651,12.675,3.9948,4.6401,0.045775,0.019757,0.64587,6.6127,15.605,0.42227,5.00E+07,15,SPIMDL06113.TAB,47.107181868662785,1.450748448337041E8,0.012513320314325225,8.41207165736289E-12,0.5685372771925565
1.968,5.3235,4.2214,3.1283,0.041828,0.017667,2.2548,2.9453,6.5906,0.41409,5.00E+07,15,SPIMDL06114.TAB,37.51592885897559,1.5603590450823882E8,0.02066094655512827,-3.088373809439256E-11,0.5075872032127455
6.8622,3.0004,4.3253,4.2529,0.038268,0.032808,1.1503,4.4701,27.589,0.52626,5.00E+07,15,SPIMDL06115.TAB,39.04202866160031,1.4494130035999754E8,6.418117809215519E-5,8.589582316585187E-15,0.6992926134937978
6.7158,2.3905,4.6023,3.9709,0.023916,0.049613,0.3245,8.2476,22.758,0.25135,5.00E+07,15,SPIMDL06116.TAB,25.00260752427489,1.467820284572677E8,5.090618613550761E-5,4.110652044791794E-14,0.9334065973860581
3.1422,2.0669,3.5528,3.3784,0.026102,0.022358,0.4441,8.5953,11.537,0.70355,5.00E+07,15,SPIMDL06117.TAB,22.04618416694904,1.614108780654088E8,1.2896259116723283E-4,1.1809685924970308E-14,0.4557860332936552
3.6,6.2668,3.1814,3.0834,0.035981,0.0056571,1.7607,5.6267,21.274,0.090161,5.00E+07,15,SPIMDL06118.TAB,41.14790683770244,1.6935547884653094E8,6.164990520687549E-4,-1.3534647972755362E-13,0.24235628928121877
3.4047,3.9935,4.5693,3.2393,0.026966,0.043199,1.8589,2.3821,9.074,0.59402,5.00E+07,15,SPIMDL06119.TAB,47.36749156312057,1.534587353107062E8,0.011055916638711341,-1.3219838506679806E-11,0.7691641052486674
4.5068,10.04,3.2193,4.6679,0.045571,0.0184,2.2422,4.4357,22.335,0.249,5.00E+07,15,SPIMDL06120.TAB,46.0451222278161,1.515331154132529E8,0.003881741055665725,9.023759509472378E-12,0.5215188167353778
4.4608,10.908,4.3663,4.1002,0.0012515,0.032719,2.4832,4.2647,5.73,0.087924,5.00E+07,15,SPIMDL06121.TAB,44.092496268334905,1.4566568572986987E8,0.08626916078333143,-2.812003450335712E-11,0.5168833843236094
5.215,4.4203,4.4132,3.0045,0.030922,0.026082,1.0117,6.5028,5.2311,0.40522,5.00E+07,15,SPIMDL06122.TAB,38.44282723401137,1.575369640137876E8,0.03615584705575216,-8.529132500887399E-12,0.520993620916872
5.9521,12.985,3.4625,3.6214,0.0081058,0.045482,1.891,4.8612,3.7226,0.48267,5.00E+07,15,SPIMDL06123.TAB,54.25746008902277,1.5937571980955634E8,0.13541063182767993,-3.515638299794547E-11,0.6757172812864635
4.095,4.5314,4.3568,3.8958,0.0068361,0.041984,1.6002,3.4624,7.5574,0.4539,5.00E+07,15,SPIMDL06124.TAB,43.620566125769386,1.480358650719369E8,0.02296697749677408,-6.205422902695383E-12,0.6722035744774697
5.4185,3.0655,4.4123,3.9262,0.029686,0.046836,2.1765,3.3597,28.038,0.55941,5.00E+07,15,SPIMDL06125.TAB,40.07464376330446,1.4808255528671584E8,6.0910687010576044E-5,8.429453862014747E-15,0.8400399130271038
3.978,8.0754,4.313,3.1188,0.0020921,0.015153,0.5193,4.9701,7.2741,0.12535,5.00E+07,15,SPIMDL06126.TAB,48.38828927455525,1.5413279437388778E8,0.02566255192681821,-2.6175630909826607E-11,0.2508916920999604
3.2,10.24,4.3318,3.6956,0.032435,0.0053828,1.4314,3.5558,19.439,0.57585,5.00E+07,15,SPIMDL06127.TAB,48.40188104682487,1.48951144363004E8,0.002266791978194503,-2.7484502611108707E-12,0.2563629752642057
3.1176,2.1525,3.652,4.458,0.001838,0.032443,0.6542,5.8446,16.747,0.57419,5.00E+07,15,SPIMDL06128.TAB,26.625689602271894,1.47618144469754E8,1.6081185688052957E-5,-1.2417131782035458E-15,0.5222454329683958
1.5828,2.4596,4.1914,3.7373,0.038188,0.016631,2.2682,4.8181,22.78,0.63786,5.00E+07,15,SPIMDL06129.TAB,23.391971760906255,1.5048206979794073E8,4.463529897069707E-6,-4.9119550376404087E-14,1.3572710342227905
6.7306,6.5676,3.4172,3.2727,0.010239,0.03963,0.63574,7.648,8.6591,0.40023,5.00E+07,15,SPIMDL06130.TAB,45.48092413199922,1.640114949371797E8,0.024188894747057668,-6.770250478730702E-13,0.6837190955534194
6.7765,3.8282,4.2483,4.3584,0.013347,0.011645,2.2926,8.0869,13.82,0.44009,5.00E+07,15,SPIMDL06131.TAB,30.240672846024154,1.4425503277695552E8,0.0058675760470340895,-1.9827214823855418E-14,0.25994098327330195
3.3603,5.0076,4.1151,4.4379,0.030285,0.019625,0.55739,3.258,29.763,0.20147,5.00E+07,15,SPIMDL06132.TAB,47.28271411513336,1.4503769515421674E8,5.500611204161794E-6,-1.958683886649702E-15,0.4692237760956404
4.4868,12.53,4.1931,3.7728,0.047194,0.034739,2.2366,5.4486,20.829,0.36786,5.00E+07,15,SPIMDL06133.TAB,42.27955415309108,1.4986381377803853E8,0.0055902742487083205,-4.382482497699056E-12,0.7854913143720238
3.9282,4.6176,4.0462,4.0263,0.038414,0.032224,0.92839,6.7782,15.919,0.74344,5.00E+07,15,SPIMDL06134.TAB,33.29867726904111,1.4922218851825142E8,7.509390054415798E-4,-1.3624740399876079E-14,0.6720878652445031
4.6767,5.3395,3.8728,3.1567,0.025246,0.040217,0.81424,5.8389,32.646,0.10405,5.00E+07,15,SPIMDL06135.TAB,41.49524982053834,1.602462833636266E8,1.379882910058627E-5,-8.489641699181792E-15,0.6724058335763103
4.1201,9.3143,3.1565,4.5914,0.010976,0.039583,1.9789,7.9689,22.372,0.24981,5.00E+07,15,SPIMDL06136.TAB,34.226533983791434,1.5419602439973012E8,0.00206679505044553,5.398212822515897E-12,0.6253615992434787
6.3886,12.112,4.3943,4.4474,0.03268,0.047715,0.4865,3.1613,27.057,0.01072,5.00E+07,15,SPIMDL06137.TAB,61.94973002939532,1.4260467973804244E8,0.0023368411971809427,1.6364786585051927E-13,0.8981282941451397
1.9175,5.0159,3.6025,3.6936,0.0048108,0.027265,0.53999,3.59,2.8229,0.60684,5.00E+07,15,SPIMDL06138.TAB,40.44029166606165,1.5716191022301057E8,0.042107127917534085,2.1349534259625554E-12,0.4234141319717534
6.0105,5.1527,3.8019,3.6034,0.0064704,0.049119,0.77852,8.7223,11.047,0.53985,5.00E+07,15,SPIMDL06139.TAB,35.21765866158033,1.5599931407150757E8,0.007954398881416008,-1.0950708591594277E-13,0.726167838881978
3.6259,9.4959,4.6911,4.5728,0.018733,0.016834,1.1142,6.9497,14.775,0.5994,5.00E+07,15,SPIMDL06140.TAB,34.757048393013484,1.3912801248008054E8,0.005005464459556246,-8.697210356540543E-13,0.3825774348170232
3.1157,5.8045,3.8709,3.4924,0.0013315,0.0025592,0.60448,6.5285,20.488,0.30172,5.00E+07,15,SPIMDL06141.TAB,36.76057189609057,1.556955036383796E8,1.452725559536851E-4,-1.0795460610123441E-13,0.0497761816954308
3.0336,9.694,4.1884,4.4732,0.022615,0.0090198,0.42581,2.5192,8.6244,0.61161,5.00E+07,15,SPIMDL06142.TAB,58.976986659366354,1.444616582230245E8,0.018073166452117942,5.683840092165488E-12,0.2709763745431659
4.6543,7.1332,4.6471,3.503,0.046612,0.044427,2.2088,6.1371,15.552,0.51527,5.00E+07,15,SPIMDL06143.TAB,36.764470012861096,1.486794025394735E8,0.005674021621248592,-8.062551644180962E-12,0.880139282901155
5.6876,2.5506,3.2229,3.8563,0.015214,0.035319,2.4694,6.4899,28.018,0.68681,5.00E+07,15,SPIMDL06144.TAB,29.393673685440348,1.5689549124546552E8,4.182200278024513E-5,-1.6990341335988554E-14,0.5824932551884663
4.8447,3.7459,4.211,3.2826,0.02483,0.043485,0.55791,6.9158,11.382,0.47711,5.00E+07,15,SPIMDL06145.TAB,34.55954500470294,1.560835651363355E8,0.002797482026492305,5.618529121965556E-13,0.7554577389995193
2.1927,6.204,4.1955,4.613,0.030667,0.0026654,2.3094,8.9496,29.654,0.49176,5.00E+07,15,SPIMDL06146.TAB,21.126604164803062,1.436526266108247E8,2.0543941320164695E-5,2.6813561002903075E-14,0.21032514089827628
4.0356,11.366,4.5248,4.3235,0.028153,0.0043461,1.8782,5.115,27.941,0.0099744,5.00E+07,15,SPIMDL06147.TAB,41.30341719098765,1.4237478892329612E8,0.0010606000612688364,-3.912665837752918E-13,0.23555277749992956
