H1,H3,ER1,ER3,TD1,TD3,H2,W,S,EDW,SIGMA,H,FNAME,Z0SE(1_SE),S0SE(1_SE),KBSENB(1_1),KFSENB(1_1),A(1_1)
5.8593,9.0923,4.5622,3.8421,0.022226,0.030313,1.4411,2.9798,17.778,0.084668,5.00E+07,15,SPIMDL01782.TAB,56.97601708065978,1.4661144083639184E8,0.008119686688430038,-5.996205636137488E-12,0.6024680568319145
2.0651,6.2141,4.6949,4.6306,0.030566,0.0018324,1.6948,3.4685,21.621,0.53659,5.00E+07,15,SPIMDL01783.TAB,46.79348260119749,1.387738360499021E8,2.0170230319317494E-4,-7.050906122946892E-13,0.7261920256358739
4.0922,8.7096,4.4332,3.987,0.025528,0.023812,0.54246,5.8687,29.343,0.66075,5.00E+07,15,SPIMDL01784.TAB,42.80609395522719,1.455138043476698E8,1.351437279575006E-4,-1.2962163727537143E-13,0.5517639215584934
1.5791,11.673,4.3772,4.2862,0.02877,0.026415,1.7235,4.5348,3.1712,0.00065713,5.00E+07,15,SPIMDL01785.TAB,26.911486528161674,1.4382197998695794E8,0.06696601626699919,-1.0972936304654178E-11,0.5848424160200003
2.8604,12.976,3.3845,3.6824,0.021965,0.014302,1.3297,4.5649,3.802,0.079173,5.00E+07,15,SPIMDL01786.TAB,43.582643964110716,1.601880044237664E8,0.08325298554398212,1.0995757375441884E-11,0.31334799027764426
2.5732,7.4456,3.8179,3.3445,0.048311,0.043865,1.9708,4.185,27.115,0.27864,5.00E+07,15,SPIMDL01787.TAB,36.89147987104153,1.579026948604217E8,1.2696179023047267E-4,-1.765097025607333E-13,0.8354274321858454
1.7417,7.4236,3.6485,3.1625,0.03212,0.019088,1.7752,6.7116,6.633,0.68603,5.00E+07,15,SPIMDL01788.TAB,25.72392267622888,1.606821247430066E8,0.013555292228015207,-1.130385971743442E-11,0.42260886457620556
1.5315,9.5575,4.0461,3.2571,0.013357,0.029287,1.2338,7.7142,18.942,0.7492,5.00E+07,15,SPIMDL01789.TAB,21.6160620112942,1.5334360442733005E8,3.9175376345494174E-4,-7.996629169655757E-13,0.49904243452757785
2.9852,8.4706,3.4414,3.8119,0.036705,0.015572,2.3877,7.5106,25.937,0.13017,5.00E+07,15,SPIMDL01790.TAB,30.55411491682517,1.5809963160511193E8,4.436199315827401E-4,4.0668761011337627E-13,0.4018733846303976
6.0039,3.5245,4.5841,3.5464,0.030461,0.0033423,0.87257,5.5154,31.135,0.13163,5.00E+07,15,SPIMDL01791.TAB,39.50197060522648,1.509821713846067E8,1.5989476103619764E-5,2.5071494955692854E-14,0.2102090994890971
2.0047,11.749,3.1191,3.298,0.017491,0.033087,0.8596,8.1425,34.883,0.080627,5.00E+07,15,SPIMDL01792.TAB,27.15485721153007,1.6832920862184528E8,3.705488748070897E-5,2.5831011593901086E-14,0.5254887451893696
3.2049,8.6831,4.1016,4.0294,0.022173,0.015192,1.322,6.1449,23.093,0.44793,5.00E+07,15,SPIMDL01793.TAB,36.258785080860775,1.4856877172163218E8,5.610901712132309E-4,-9.884968342510777E-14,0.35067172712263256
6.5167,3.6026,3.0998,4.5817,0.02956,0.041647,2.2995,5.5224,6.771,0.31066,5.00E+07,15,SPIMDL01794.TAB,34.484125502363575,1.487657879846987E8,0.03795746059298014,2.381412828123479E-12,0.7917454956537519
2.592,10.922,3.6993,4.3101,0.0080645,0.026742,0.52745,4.6527,31.583,0.19543,5.00E+07,15,SPIMDL01795.TAB,41.177709105035795,1.513905907185781E8,9.386991423129945E-5,1.656368348226068E-13,0.46516624052964234
4.4188,4.537,3.6746,3.1587,0.0030001,0.048613,0.41471,5.9026,13.607,0.15449,5.00E+07,15,SPIMDL01796.TAB,40.966865306088636,1.6242806517209646E8,0.0016503891215282288,-3.0202146273611195E-13,0.6790990453187998
3.7786,3.7635,4.2057,3.7522,0.026463,0.011503,2.4003,7.5186,27.157,0.14346,5.00E+07,15,SPIMDL01797.TAB,26.81342737073745,1.5086240733772197E8,3.3186004091936334E-5,-2.1697836414064964E-14,0.3116697833136337
5.4827,11.791,3.07,3.5545,0.019875,0.016739,2.1241,6.9441,16.154,0.66178,5.00E+07,15,SPIMDL01798.TAB,48.036891308015,1.6523259672351018E8,0.01404615086994914,8.530472578155024E-12,0.32545624918261945
2.2934,5.9066,3.9751,4.6322,0.0074394,0.043671,1.8615,7.8276,22.358,0.4696,5.00E+07,15,SPIMDL01799.TAB,22.947872833404894,1.4566651026891258E8,1.2569738928677187E-4,2.1730668615731327E-13,0.7035973524509875
4.5683,8.8049,3.3038,4.1816,0.043787,0.022157,2.2375,2.9818,28.84,0.46198,5.00E+07,15,SPIMDL01800.TAB,53.904311880312505,1.5471535891411364E8,8.298431724066409E-4,1.4683309079594093E-12,0.5518726067360089
2.2058,9.1806,4.6581,3.2715,0.0028426,0.04731,1.1794,4.9808,30.21,0.4888,5.00E+07,15,SPIMDL01801.TAB,32.74891586947768,1.4745920273936522E8,4.151628781742549E-5,-1.839766833694179E-13,0.7250507589443831
3.7544,4.1314,3.0848,4.5254,0.032412,0.0006254,1.2632,4.7927,7.1965,0.13546,5.00E+07,15,SPIMDL01802.TAB,38.78508581980813,1.5253478945715278E8,0.018364546273499358,1.4380527777520429E-11,0.1766003834637841
1.4932,4.8842,3.8825,4.2333,0.045099,0.0014694,1.504,8.6001,7.7786,0.46451,5.00E+07,15,SPIMDL01803.TAB,17.88127717128352,1.4989132670841432E8,0.0037833403329659548,2.330535688022366E-12,0.25702674589210384
6.6756,9.1212,3.2898,4.3098,0.012731,0.025591,2.3556,6.4256,5.7159,0.6562,5.00E+07,15,SPIMDL01804.TAB,46.25831559533905,1.534216807539861E8,0.08784058518838844,2.738606820273283E-11,0.44616822752376095
2.0526,10.579,3.0519,4.5327,0.017785,0.01098,1.9825,3.8864,34.251,0.13627,5.00E+07,15,SPIMDL01805.TAB,37.292508159910824,1.5727168530193704E8,1.080470656475978E-4,4.3162118922451447E-13,0.3055397599887984
4.9483,10.034,3.8385,4.2292,0.03566,0.03195,0.77883,2.3047,5.1388,0.47979,5.00E+07,15,SPIMDL01806.TAB,67.31067812776156,1.494166309689475E8,0.08085693027214333,1.6049077966879446E-12,0.6735728633645044
1.6506,10.883,4.4436,4.074,0.023877,0.043713,0.41575,4.275,24.58,0.66187,5.00E+07,15,SPIMDL01807.TAB,32.24932822688457,1.4409899775901514E8,1.350322449126086E-4,-1.3809095503229226E-13,0.8051678485415055
6.0937,11.416,3.7632,4.442,0.033045,0.0015317,0.51374,6.0783,13.748,0.19199,5.00E+07,15,SPIMDL01808.TAB,52.91842304307105,1.4864383441874462E8,0.016830798887022713,8.980231664384752E-12,0.21757154035771586
2.1719,10.234,3.712,3.0781,0.030055,0.024319,0.45738,5.7999,3.4309,0.43319,5.00E+07,15,SPIMDL01809.TAB,35.24058103504818,1.601570505689854E8,0.040916468272326235,-3.282247446765744E-11,0.5129163902339404
5.053,11.127,3.5289,4.2853,0.015536,0.042724,2.1795,7.0957,19.999,0.36311,5.00E+07,15,SPIMDL01810.TAB,39.791323859096025,1.5231611527765322E8,0.006437376612446654,7.191871976196478E-12,0.6963489134739249
3.4326,10.907,4.1318,3.211,0.04568,0.016451,1.2905,3.5568,3.6558,0.62457,5.00E+07,15,SPIMDL01811.TAB,51.717088591381064,1.553109427698915E8,0.08617854666448796,-7.298047356048873E-11,0.46433563835932895
6.6364,10.225,3.2978,3.6516,0.0076277,0.049505,0.74573,6.8668,6.3401,0.041101,5.00E+07,15,SPIMDL01812.TAB,49.89867568918214,1.610192396800596E8,0.0646802353846899,6.015030693729847E-12,0.7152192262698144
4.5553,12.798,4.2453,3.652,0.016831,0.00043835,0.91221,5.3171,14.685,0.55041,5.00E+07,15,SPIMDL01813.TAB,51.16547324900267,1.4999071680822465E8,0.011174492255621081,-8.744891132561385E-12,0.09644817916968952
2.766,11.564,4.2444,3.08,0.034001,0.0069472,1.5061,4.5284,7.3459,0.41054,5.00E+07,15,SPIMDL01814.TAB,41.80990231158215,1.544626085768365E8,0.02856564413038359,-4.547835707622211E-11,0.2748916117948024
6.0082,6.399,3.0677,3.8322,0.021606,0.025969,0.37724,5.0405,18.354,0.32378,5.00E+07,15,SPIMDL01815.TAB,55.0490506117638,1.612104672225273E8,0.0021572774448817573,5.406785379420267E-13,0.47085890060124724
5.8228,6.3147,3.7502,3.5728,0.014389,0.0013646,1.0838,8.1555,15.905,0.5818,5.00E+07,15,SPIMDL01816.TAB,41.028246034425706,1.5674410807041898E8,0.0037527827116488315,-3.505424300737922E-13,0.0937530828494275
5.8537,4.1843,3.7625,3.3139,0.026925,0.0082964,1.5961,7.4451,22.034,0.29874,5.00E+07,15,SPIMDL01817.TAB,36.121502998615064,1.60402697286598E8,4.5275273648431207E-4,-1.2458272781149276E-14,0.2504969370039222
5.2169,5.5262,3.5183,4.6263,0.026096,0.049072,1.1887,5.1874,25.269,0.26849,5.00E+07,15,SPIMDL01818.TAB,40.951075151012134,1.4777396051493987E8,2.89860296309509E-4,2.882887019748139E-13,0.8534191913679023
6.085,5.7262,4.0509,3.9124,0.017,0.018475,1.292,4.2802,32.429,0.48985,5.00E+07,15,SPIMDL01819.TAB,50.66200980330006,1.5039157297129333E8,9.578387312061064E-5,-5.339785175704928E-15,0.3694491027785025
2.4208,6.9704,3.1943,3.8928,0.010736,0.0003686,2.166,8.8646,6.2559,0.29696,5.00E+07,15,SPIMDL01820.TAB,25.98100541538141,1.6110585502330217E8,0.024651667674652447,2.0933568711337855E-11,0.058656722219075086
3.3978,12.734,3.3421,3.3829,0.036597,0.0050208,0.78363,2.5259,34.299,0.13632,5.00E+07,15,SPIMDL01821.TAB,64.87492090032606,1.6355159651600495E8,2.2214131197501773E-4,3.594970031265673E-14,0.24619181520508002
3.4204,7.0152,3.2122,3.9389,0.017371,0.045704,0.72091,2.4516,15.918,0.042469,5.00E+07,15,SPIMDL01822.TAB,57.18507225454359,1.5890431946463117E8,0.0025672935927769968,3.0950398447204547E-12,0.7153939915117771
5.9678,4.2244,3.8998,3.6205,0.021942,0.040171,0.34437,6.7435,2.5054,0.18936,5.00E+07,15,SPIMDL01823.TAB,38.8789293514011,1.5500737372687995E8,0.07397420971500213,-4.112525425050787E-12,0.6822243349289275
6.8504,12.5,3.2875,4.6098,0.015873,0.043172,1.346,6.6706,8.8464,0.67659,5.00E+07,15,SPIMDL01824.TAB,49.57188541225956,1.5176882995454723E8,0.054470783891814534,3.9746869131169875E-11,0.7079223874230703
6.568,11.798,3.9179,4.3761,0.018838,0.031052,2.1882,4.0357,4.7203,0.73591,5.00E+07,15,SPIMDL01825.TAB,55.23521030378492,1.4716784070479906E8,0.12364791320441904,-1.4891710388438973E-11,0.5807977321059248
5.539,10.688,3.3751,4.6998,0.027343,0.032402,1.0296,4.4632,32.895,0.36171,5.00E+07,15,SPIMDL01826.TAB,53.74228970678739,1.4998827771295613E8,5.918769927892478E-4,1.4276267237423365E-12,0.6194082239498305
3.1067,7.1097,3.5392,3.1846,0.04027,0.020325,1.6253,4.3422,33.221,0.11127,5.00E+07,15,SPIMDL01827.TAB,42.527263958315984,1.6323256582784086E8,2.6138478838813306E-5,-2.889574375794682E-14,0.4694814696261239
1.9758,11.05,4.5514,3.1156,0.039178,0.0098788,1.7191,2.6682,11.151,0.37876,5.00E+07,15,SPIMDL01828.TAB,42.71886379113408,1.513515521058894E8,0.009073163216233152,-2.2788260510318183E-11,0.35420279714990527
6.0593,4.9491,4.598,3.2769,0.013114,0.03601,1.2164,8.9345,25.872,0.7451,5.00E+07,15,SPIMDL01829.TAB,33.55239262212439,1.5269332628983214E8,1.9116195330392188E-4,-2.666275018736931E-14,0.5927678022911733
2.8148,5.3586,4.6161,3.536,0.022025,0.0089694,2.0654,7.5729,29.27,0.56738,5.00E+07,15,SPIMDL01830.TAB,26.89472686439275,1.475745437002004E8,1.4703716077164249E-5,-4.8603689001663664E-14,0.25757597313706737
3.6046,2.5916,3.1314,4.4281,0.046296,0.012608,2.3309,4.4446,11.062,0.72469,5.00E+07,15,SPIMDL01831.TAB,32.62885005981097,1.5139275330586505E8,0.0036039546607611757,3.1696453482301034E-12,0.43154059590101507
3.0106,11.172,3.8635,4.3824,0.041972,0.026228,2.4736,7.7625,19.602,0.69717,5.00E+07,15,SPIMDL01832.TAB,29.50228454841416,1.487501169587052E8,0.0031779523476161134,3.1581997765722113E-12,0.6057586293737296
2.2114,3.9211,4.4587,4.4592,0.034219,0.036784,0.70593,3.2486,9.0019,0.17933,5.00E+07,15,SPIMDL01833.TAB,36.161308985334166,1.419719368373612E8,0.0028339116388468,3.796454638530022E-15,0.7534332658954082
2.8824,3.4447,4.0186,4.1187,0.017947,0.031714,2.16,7.987,18.094,0.076119,5.00E+07,15,SPIMDL01834.TAB,21.874211003855415,1.4857476295087308E8,2.0380964552910803E-4,4.515545018862617E-14,0.5707569062817102
6.686,8.1411,4.662,4.2779,0.020563,0.016915,0.58027,3.4997,26.985,0.3096,5.00E+07,15,SPIMDL01835.TAB,60.61356747033677,1.418661601214352E8,9.166198630831384E-4,-2.289925889128202E-13,0.38705840495902355
6.0713,9.778,3.0074,3.8906,0.046389,0.0039528,0.87964,3.0354,4.1175,0.1013,5.00E+07,15,SPIMDL01836.TAB,69.60765057373628,1.613967746771218E8,0.1178401095651412,4.17901515611993E-12,0.28059915038172545
3.221,8.0795,4.0049,4.3454,0.047538,0.026267,2.4914,2.2728,13.779,0.56183,5.00E+07,15,SPIMDL01837.TAB,48.11847959479125,1.466589266717929E8,0.010035514462204614,4.939103556263771E-12,0.6426185760854237
5.6154,10.485,4.2971,3.5149,0.015304,0.027457,0.89783,7.414,21.623,0.26141,5.00E+07,15,SPIMDL01838.TAB,43.94013118307759,1.5097020659264538E8,0.0028588545637351437,-3.059956846967531E-12,0.49282320302648924
3.4108,9.7301,3.3777,3.1163,0.046721,0.049899,1.5383,5.0356,24.608,0.3383,5.00E+07,15,SPIMDL01839.TAB,42.78679579384671,1.6593011779800582E8,7.622634742183478E-4,-5.105789247581133E-13,0.851728301063251
3.1966,10.788,4.6113,4.3208,0.022036,0.048781,1.9029,4.8938,30.965,0.15166,5.00E+07,15,SPIMDL01840.TAB,35.48360403809771,1.415490386363922E8,3.1874888286680255E-4,-2.3342443164316975E-13,0.8708103786055553
6.9942,10.947,3.984,4,0.017565,0.029821,2.0324,3.7841,9.3146,0.54829,5.00E+07,15,SPIMDL01841.TAB,58.05721557250456,1.5003957535506853E8,0.05857781472161135,-3.4997539921216756E-12,0.5573288412892169
6.8278,12.137,4.6327,4.3159,0.04686,0.013858,1.0363,4.0589,8.6174,0.15555,5.00E+07,15,SPIMDL01842.TAB,57.409129096255676,1.4168023141665104E8,0.058407023146593184,-1.3888109256456218E-11,0.4743955667872348
4.1345,8.9396,4.2045,3.9572,0.010731,0.0024044,0.99022,8.0216,23.581,0.57188,5.00E+07,15,SPIMDL01843.TAB,37.222510782643695,1.480444103749681E8,6.737077807003538E-4,-2.9003623636562326E-13,0.09721407016892779
6.7662,8.5571,3.0923,3.458,0.013523,0.049252,1.1994,2.3078,29.024,0.18356,5.00E+07,15,SPIMDL01844.TAB,71.80405666711434,1.6525653925357184E8,0.001108762991451858,4.4742146288682186E-13,0.764785657640052
6.6536,9.4396,3.2633,4.6826,0.025755,0.036006,2.0499,7.8772,8.057,0.45471,5.00E+07,15,SPIMDL01845.TAB,40.900939598525284,1.5034650644696075E8,0.0539893215067303,3.75593181000006E-11,0.6612861080378448
4.0168,9.7292,3.6936,4.0108,0.036068,0.018257,2.2964,3.5104,19.185,0.25979,5.00E+07,15,SPIMDL01846.TAB,48.38430600107543,1.5279812768939352E8,0.00521455313467627,2.7248278487809525E-12,0.4605296152067994
4.681,5.6501,3.3811,3.9184,0.011213,3.76E-05,2.3963,8.1273,15.461,0.53558,5.00E+07,15,SPIMDL01847.TAB,34.37064426905339,1.5662898549089453E8,0.004177417497711024,2.3072932915151083E-12,0.057569151731978074
5.5975,11.946,3.113,4.4918,5.40E-05,0.021146,1.1522,4.3257,14.033,0.089924,5.00E+07,15,SPIMDL01848.TAB,57.26308425553714,1.5466991105995563E8,0.021355874014686454,2.8234618281807445E-11,0.31659565229867087
2.5507,10.554,4.6722,4.4752,0.014784,0.01325,0.4306,6.9131,2.9127,0.13764,5.00E+07,15,SPIMDL01849.TAB,30.713634443811642,1.396826280457718E8,0.05699983360682141,-1.337861919846945E-11,0.3127536912022335
3.3415,5.6062,3.8079,4.1878,0.02254,0.016523,2.4301,4.1466,4.7746,0.14853,5.00E+07,15,SPIMDL01850.TAB,37.82328561909385,1.4979227994859996E8,0.06674157643721437,1.2764357557120034E-11,0.3720637547924011
4.9088,10.297,4.1899,3.5794,0.048407,0.00038856,1.4001,2.5932,12.344,0.27077,5.00E+07,15,SPIMDL01851.TAB,63.06748434440428,1.5214396838863903E8,0.020877876590441574,-1.282445321045151E-11,0.2735792998691874
6.945,2.1501,3.395,3.7686,0.029751,0.012523,0.90714,8.1747,16.323,0.30517,5.00E+07,15,SPIMDL01852.TAB,26.035021728404224,1.5664828385191792E8,5.084704067687411E-4,-3.486027076860713E-13,0.39675471630687287
4.1783,11.895,4.6738,3.9704,0.027387,0.0094079,0.9639,2.5838,21.299,0.17224,5.00E+07,15,SPIMDL01853.TAB,59.442717102780264,1.4382045297505945E8,0.003083050648316159,-3.625950706343037E-12,0.30385254204316187
6.4567,10.204,3.0994,4.0892,0.0079271,0.017077,1.3304,4.4501,15.186,0.49708,5.00E+07,15,SPIMDL01854.TAB,60.22652505170202,1.5820224279218996E8,0.01672446153936115,1.3094306572359125E-11,0.2889985481421578
6.4099,10.337,4.5022,3.6671,0.010182,0.049558,0.5382,6.5572,15.578,0.71744,5.00E+07,15,SPIMDL01855.TAB,48.4985417640166,1.4772261196051592E8,0.009892920928455532,-6.637067312401488E-12,0.7903247547994271
2.8683,10.965,3.7455,3.1507,0.0037306,0.012666,2.487,4.6223,11.612,0.3247,5.00E+07,15,SPIMDL01856.TAB,41.03527499568153,1.6058971717529765E8,0.015664916985441805,-1.4649443826707628E-11,0.20657826384959305
4.2641,3.0405,3.5412,3.8239,0.016473,0.046734,1.8903,4.8246,25.677,0.60194,5.00E+07,15,SPIMDL01857.TAB,34.686408724004785,1.5558898317931545E8,3.1118416616080436E-5,1.1077609409633708E-14,0.7415796955458799
3.7052,12.678,3.5216,4.3171,0.00050188,0.030225,1.7662,7.5894,9.4196,0.59741,5.00E+07,15,SPIMDL01858.TAB,36.25939242817797,1.5318646312524292E8,0.028048927017479235,2.6551041688667627E-11,0.4518592206546795
3.2527,11.211,4.0479,3.8429,0.0009081,0.021601,1.1556,3.068,19.973,0.74643,5.00E+07,15,SPIMDL01859.TAB,54.18291406386463,1.506646929366569E8,0.0023615602988751212,-9.27929585921853E-13,0.3410969144734381
4.5987,2.9047,4.0936,4.6094,0.034038,0.0024563,1.256,3.2124,32.962,0.16245,5.00E+07,15,SPIMDL01860.TAB,41.27875364183176,1.4265981357333753E8,1.497748257553977E-6,-2.4261458408986725E-15,0.23122899860564108
5.0525,12.828,4.2817,4.1082,0.047096,0.042483,0.83526,7.2923,18.95,0.24822,5.00E+07,15,SPIMDL01861.TAB,40.84521281927544,1.4611776117172065E8,0.0059125976923254855,-1.5456024896106673E-12,0.8800906985717496
6.382,2.4965,4.4004,3.8021,0.0078908,0.0020658,2.394,4.9412,3.5407,0.56727,5.00E+07,15,SPIMDL01862.TAB,34.75794544731874,1.5016440907557657E8,0.07212510566955421,-6.196321280334212E-12,0.38476769403104016
3.5253,8.6277,3.8673,3.3612,0.034504,0.029675,0.73479,2.5066,25.787,0.56345,5.00E+07,15,SPIMDL01863.TAB,61.90142366985011,1.5720250844298023E8,2.9095116122616606E-4,-3.4745625596922865E-13,0.5879588139066038
6.8256,11.672,4.5337,3.8556,0.047556,0.040125,0.97542,4.7761,21.806,0.72136,5.00E+07,15,SPIMDL01864.TAB,55.23483552243322,1.4611531183915725E8,0.0057285074417874615,-4.1003461612616894E-12,0.8386611294354901
2.5219,3.9789,3.4254,4.5591,0.04102,0.0277,2.1756,6.4201,4.4886,0.4218,5.00E+07,15,SPIMDL01865.TAB,25.436908294730134,1.5040186215648383E8,0.03489716476620941,3.276455930659008E-11,0.617752953954482
2.9189,12.441,3.983,4.4153,0.024506,0.026043,1.832,2.8448,13.774,0.44946,5.00E+07,15,SPIMDL01866.TAB,47.21674694666538,1.4671719600086924E8,0.011893505318672174,7.921682518746214E-12,0.5309953776147323
5.8235,10.701,4.4478,3.0502,0.045305,0.0036667,0.55108,4.4659,2.0026,0.27434,5.00E+07,15,SPIMDL01867.TAB,60.14936593552358,1.538311682827492E8,0.15038541905223327,-1.1468860857721258E-10,0.3880034208056041
6.3573,8.4236,3.9229,4.6115,0.038842,0.036995,1.9402,4.995,19.219,0.25786,5.00E+07,15,SPIMDL01868.TAB,45.571758550903404,1.4477194741011333E8,0.006856910655178888,3.661121212529942E-12,0.9754656142893066
6.906,12.74,3.1121,4.0835,0.038136,0.0045721,2.4993,8.9787,5.4239,0.44471,5.00E+07,15,SPIMDL01869.TAB,44.56080512050252,1.5863875004322362E8,0.10099093183488711,3.586952535974732E-11,0.254448145005002
3.5335,3.0136,3.9439,4.1651,0.022774,0.021817,2.1194,7.6148,20.451,0.3875,5.00E+07,15,SPIMDL01870.TAB,24.072936053612352,1.485613955073799E8,9.630070816124306E-5,1.8913010748424586E-14,0.4512422602576117
4.8011,2.7308,3.947,4.1394,0.02124,0.042288,1.1587,5.2622,18.001,0.36211,5.00E+07,15,SPIMDL01871.TAB,32.36531947729087,1.4863609783329093E8,2.4083943041894887E-4,-2.8917394660494146E-14,0.7344836523064047
3.7438,6.4863,3.6255,3.1987,0.0065941,0.041554,1.8491,5.6025,4.4971,0.48669,5.00E+07,15,SPIMDL01872.TAB,39.58750722691431,1.6214724887137088E8,0.05979444194577995,-2.18263681313174E-11,0.600587389268073
1.4512,12.574,4.5016,3.4758,0.0050576,0.031231,0.7771,2.8904,12.673,0.029925,5.00E+07,15,SPIMDL01873.TAB,36.073373609834164,1.4758615371354756E8,0.003590331581121378,-7.466622687983702E-12,0.5075872921071397
4.7191,2.4246,4.585,4.5061,0.025976,0.041175,1.8485,4.8951,30.304,0.14515,5.00E+07,15,SPIMDL01874.TAB,28.05105745438711,1.4081633408052698E8,4.800694022370824E-6,2.4162435894586206E-16,0.7842356666184743
2.5631,7.9114,3.657,3.4187,0.0035086,0.037554,1.2097,5.7155,28.538,0.69626,5.00E+07,15,SPIMDL01875.TAB,35.58418797401607,1.5879789150312093E8,5.191354800033562E-5,-3.998020621542682E-14,0.5481881625788636
3.646,7.8464,4.2161,3.5485,0.029069,0.036516,2.4103,8.0533,5.0925,0.43073,5.00E+07,15,SPIMDL01876.TAB,30.19405243354015,1.5149993805389565E8,0.05226773145097424,-3.288328010741959E-11,0.6755701651220071
5.7572,12.037,3.2453,3.2903,0.024973,0.028187,2.4034,4.8362,7.4608,0.011342,5.00E+07,15,SPIMDL01877.TAB,53.054316158308346,1.6584354921349567E8,0.07675056739282267,-4.912369370810136E-12,0.5512548370689595
4.4919,2.2,3.1473,3.9025,0.039846,0.025932,1.1249,5.4846,32.267,0.22272,5.00E+07,15,SPIMDL01878.TAB,30.081544364964124,1.5704655336739546E8,1.7566550388520372E-7,-2.3853000463419963E-15,0.5610294204680198
4.0519,11.861,3.7624,3.0029,0.037517,0.0027871,1.0676,8.4601,13.602,0.034895,5.00E+07,15,SPIMDL01879.TAB,38.723542797917695,1.6113538893423998E8,0.009542597101310418,-1.1376628233011968E-11,0.22202990780242488
5.2026,10.979,3.7401,4.2035,0.0094913,0.034376,0.91198,2.3569,9.011,0.5947,5.00E+07,15,SPIMDL01880.TAB,69.07198109475604,1.506149638378381E8,0.04110100641926734,8.393794633139777E-12,0.5681374133279321
4.9768,9.2498,4.6573,4.4857,0.013492,0.00011432,1.3967,4.061,11.432,0.52695,5.00E+07,15,SPIMDL01881.TAB,51.27547208029892,1.4017627143466157E8,0.020974079538347616,-3.1223111035400698E-12,0.09656745236208497
1.6221,9.3362,4.2701,3.2544,0.0034844,0.005989,0.53624,3.7685,10.273,0.39589,5.00E+07,15,SPIMDL01882.TAB,37.528212484487746,1.5133176794811618E8,0.003849903261330241,-7.829650907080016E-12,0.1209364195469479
4.6999,5.2653,3.0847,3.5028,0.0022604,0.02269,0.66871,4.8431,21.762,0.43356,5.00E+07,15,SPIMDL01883.TAB,50.6699992696648,1.6503927655898023E8,3.116991199634667E-4,1.0083995975029634E-13,0.3283733280325499
6.8055,9.6059,3.9728,3.8151,0.020534,0.015491,0.93614,6.8281,14.345,0.1615,5.00E+07,15,SPIMDL01884.TAB,48.86362285605411,1.5189921424388534E8,0.01464959652482152,-1.534162062288729E-12,0.3398326095697423
6.5028,7.0924,4.0156,3.578,0.017378,0.001224,1.9956,6.5668,22.57,0.31271,5.00E+07,15,SPIMDL01885.TAB,44.79906257763356,1.5428168964049512E8,0.0022788771874397637,-7.942305650291721E-13,0.10779381738539895
6.357,4.8651,3.4641,4.4609,0.045196,0.023052,1.59,7.6306,6.8154,0.38111,5.00E+07,15,SPIMDL01886.TAB,34.76986205220603,1.490092287158362E8,0.03438032297482081,4.272519380299671E-12,0.5752192997413357
